age,balance,campaign,education_encoded,month_encoded,job_grouped_encoded,loan,housing,marital_divorced,marital_married,marital_single,marital_unknown
-0.7647058823529411,-0.23337595907928388,0.0,2,3,2,0,0,0.0,0.0,1.0,0.0
-0.7647058823529411,-0.46994884910485935,0.0,2,6,3,1,0,0.0,0.0,1.0,0.0
1.1764705882352942,1.8529411764705883,-0.5,3,7,2,0,0,1.0,0.0,0.0,0.0
0.23529411764705882,-0.3491048593350384,0.5,1,7,3,0,1,0.0,1.0,0.0,0.0
-0.8235294117647058,0.6790281329923273,0.0,2,3,4,0,0,0.0,0.0,1.0,0.0
0.29411764705882354,0.10421994884910486,-0.5,3,10,2,0,1,0.0,0.0,1.0,0.0
-0.47058823529411764,-0.16112531969309463,1.5,3,6,2,0,1,1.0,0.0,0.0,0.0
-0.4117647058823529,-0.3491048593350384,1.0,2,7,2,0,0,0.0,0.0,1.0,0.0
-0.058823529411764705,-0.23465473145780052,1.0,3,7,2,0,0,0.0,1.0,0.0,0.0
0.8823529411764706,0.13171355498721227,1.5,3,6,2,0,0,0.0,1.0,0.0,0.0
0.8235294117647058,0.479539641943734,-0.5,2,5,2,0,1,0.0,1.0,0.0,0.0
1.1764705882352942,0.6898976982097187,-0.5,2,7,4,0,0,0.0,1.0,0.0,0.0
-0.11764705882352941,-0.3868286445012788,-0.5,2,6,2,0,1,0.0,0.0,1.0,0.0
-0.7647058823529411,-0.3203324808184143,0.5,3,6,2,0,0,0.0,0.0,1.0,0.0
0.9411764705882353,2.2289002557544757,0.0,1,0,4,0,0,0.0,1.0,0.0,0.0
0.4117647058823529,-0.1694373401534527,-0.5,2,4,3,1,1,1.0,0.0,0.0,0.0
0.7647058823529411,0.11253196930946291,0.0,2,9,2,0,0,0.0,1.0,0.0,0.0
-0.35294117647058826,0.03900255754475703,0.0,2,1,2,0,0,0.0,0.0,1.0,0.0
0.4117647058823529,-0.3491048593350384,-0.5,2,3,2,0,0,0.0,1.0,0.0,0.0
-0.29411764705882354,-0.3069053708439898,-0.5,2,4,2,0,1,0.0,0.0,1.0,0.0
0.6470588235294118,2.2289002557544757,1.0,2,6,2,0,0,1.0,0.0,0.0,0.0
0.8235294117647058,0.023657289002557546,-0.5,3,10,2,0,0,0.0,1.0,0.0,0.0
-0.47058823529411764,-0.21611253196930946,2.0,3,7,2,0,0,0.0,0.0,1.0,0.0
0.23529411764705882,0.20076726342711,-0.5,2,9,2,0,0,0.0,1.0,0.0,0.0
-0.7058823529411765,-0.24168797953964194,-0.5,3,10,1,0,0,0.0,0.0,1.0,0.0
0.35294117647058826,-0.21739130434782608,1.0,3,7,2,0,0,1.0,0.0,0.0,0.0
-0.5882352941176471,0.10741687979539642,0.0,2,4,1,1,1,0.0,1.0,0.0,0.0
0.29411764705882354,0.4156010230179028,1.5,3,7,1,0,0,0.0,1.0,0.0,0.0
-0.35294117647058826,-0.3491048593350384,2.0,2,6,2,1,1,0.0,1.0,0.0,0.0
0.8823529411764706,-0.7557544757033248,0.5,1,4,2,0,1,0.0,1.0,0.0,0.0
-0.058823529411764705,2.2289002557544757,0.0,3,4,2,0,1,1.0,0.0,0.0,0.0
-0.23529411764705882,0.4686700767263427,1.5,2,5,3,0,1,0.0,1.0,0.0,0.0
1.1764705882352942,1.1265984654731458,-0.5,2,3,2,0,0,0.0,1.0,0.0,0.0
0.7058823529411765,2.2289002557544757,0.5,1,5,2,0,1,0.0,1.0,0.0,0.0
-0.35294117647058826,0.6329923273657289,-0.5,2,10,4,0,0,0.0,1.0,0.0,0.0
0.35294117647058826,1.3497442455242967,0.5,2,7,2,0,0,1.0,0.0,0.0,0.0
1.0,-0.3491048593350384,0.0,1,3,2,0,1,0.0,1.0,0.0,0.0
0.8235294117647058,-0.3491048593350384,0.0,2,4,2,0,1,0.0,1.0,0.0,0.0
-0.47058823529411764,1.3465473145780051,2.0,3,7,2,0,0,0.0,1.0,0.0,0.0
0.058823529411764705,0.40601023017902815,0.0,0,1,2,0,1,0.0,1.0,0.0,0.0
1.7647058823529411,-0.14194373401534527,1.0,1,1,2,0,0,0.0,1.0,0.0,0.0
-0.47058823529411764,0.3420716112531969,1.5,3,3,2,0,0,0.0,0.0,1.0,0.0
0.6470588235294118,2.2289002557544757,0.5,2,6,1,0,0,0.0,1.0,0.0,0.0
0.7058823529411765,2.2289002557544757,1.0,3,6,1,1,1,0.0,1.0,0.0,0.0
0.35294117647058826,0.19053708439897699,0.5,1,5,2,0,0,1.0,0.0,0.0,0.0
0.35294117647058826,0.7979539641943734,0.0,1,4,2,0,1,0.0,1.0,0.0,0.0
0.8823529411764706,-0.65153452685422,-0.5,0,4,2,0,1,1.0,0.0,0.0,0.0
0.23529411764705882,-0.6042199488491049,0.5,1,6,2,1,0,0.0,0.0,1.0,0.0
-0.29411764705882354,0.8932225063938619,0.0,3,3,1,0,1,0.0,0.0,1.0,0.0
-0.8823529411764706,0.03260869565217391,0.5,2,3,4,0,1,0.0,0.0,1.0,0.0
1.7647058823529411,-0.07672634271099744,-0.5,0,11,2,0,0,0.0,1.0,0.0,0.0
-0.17647058823529413,-0.29731457800511507,-0.5,3,6,2,1,0,1.0,0.0,0.0,0.0
0.058823529411764705,-0.15025575447570333,0.0,2,7,2,0,0,1.0,0.0,0.0,0.0
-0.47058823529411764,-0.3491048593350384,-0.5,2,10,1,0,0,0.0,0.0,1.0,0.0
0.23529411764705882,0.23721227621483376,0.0,2,4,2,0,1,0.0,1.0,0.0,0.0
-0.5882352941176471,1.0549872122762147,-0.5,3,7,3,0,0,0.0,0.0,1.0,0.0
-0.5882352941176471,-0.6029411764705882,-0.5,2,4,2,0,1,0.0,0.0,1.0,0.0
-0.7647058823529411,-0.11253196930946291,1.0,2,6,2,1,0,0.0,1.0,0.0,0.0
-0.35294117647058826,-0.2640664961636829,0.0,2,0,3,0,0,0.0,0.0,1.0,0.0
1.1176470588235294,1.5601023017902813,-0.5,0,8,2,0,0,1.0,0.0,0.0,0.0
-0.8235294117647058,0.22250639386189258,-0.5,2,4,2,0,1,0.0,1.0,0.0,0.0
-0.5294117647058824,1.1668797953964194,-0.5,2,5,2,0,0,0.0,0.0,1.0,0.0
-0.17647058823529413,-0.3350383631713555,-0.5,2,5,2,0,0,0.0,1.0,0.0,0.0
2.0588235294117645,-0.07225063938618925,-0.5,2,11,2,0,0,0.0,1.0,0.0,0.0
-0.7058823529411765,0.18989769820971866,0.0,2,6,2,0,0,0.0,0.0,1.0,0.0
0.11764705882352941,2.2289002557544757,-0.5,2,1,2,0,1,1.0,0.0,0.0,0.0
1.1764705882352942,0.5607416879795396,0.0,1,4,2,0,1,0.0,1.0,0.0,0.0
0.47058823529411764,0.42455242966751916,-0.5,2,9,2,0,0,0.0,1.0,0.0,0.0
