age,balance,day,duration,campaign,pdays,previous,month_encoded,education_encoded,poutcome_encoded,job_grouped,job_grouped_encoded,loan_no,loan_yes,housing_no,housing_yes,default_no,default_yes,marital_divorced,marital_married,marital_single,marital_unknown,contact_cellular,contact_telephone,contact_unknown
-1.3816220526502137,-0.4644823977254834,1.6928043965333355,-1.0060272825842949,-0.8113129158816734,3.997095288261573,0.5783611170819658,3,2,3,qualified,2,False,True,True,False,True,False,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2.848666189419643,2.236779931099907,0.8631992372734888,-0.247501429277265,-0.15495584186631942,-0.5787063124301387,-0.5424606766076431,9,2,0,qualified,2,True,False,True,False,True,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.1252409470702225,-0.8235014475332975,1.3372593282791156,-0.7756339159256176,1.8141153801797427,-0.5787063124301387,-0.5424606766076431,5,2,0,semi-qualified,3,True,False,False,True,True,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.2107013155968862,0.36898145068013083,1.574289373781929,-0.5523295759333611,-0.15495584186631942,3.997095288261573,1.6991829107715746,11,2,3,qualified,2,True,False,True,False,True,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.44155799885691227,-0.8167557868897268,0.27062412351645543,-0.8713357759222989,-0.8113129158816734,-0.5787063124301387,-0.5424606766076431,10,3,0,qualified,2,False,True,True,False,True,False,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.3560976303302485,-0.7815284479733026,-1.3885861950032379,0.26290849070503547,0.5014012321490346,-0.5787063124301387,-0.5424606766076431,6,3,0,freelance,1,False,True,True,False,True,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.32758531788306167,1.2541620306864532,1.3372593282791156,-0.22977886261121291,-0.15495584186631942,3.997095288261573,0.5783611170819658,6,2,3,qualified,2,True,False,False,True,True,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.3816220526502137,-0.696832931004027,-0.08492094473776458,-0.5877747092654653,-0.15495584186631942,-0.5787063124301387,-0.5424606766076431,4,2,0,qualified,2,True,False,False,True,True,False,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0112682660963719,0.5196345383865413,-0.08492094473776458,0.4401341573655565,-0.8113129158816734,3.997095288261573,0.5783611170819658,11,2,2,qualified,2,True,False,True,False,True,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.353109740203027,-0.7582933946454482,-1.5071012177546446,-0.3396587759407359,0.5014012321490346,-0.5787063124301387,-0.5424606766076431,6,2,0,qualified,2,False,True,True,False,True,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.3560976303302485,2.236779931099907,-1.1515561495004245,-0.7472778092599343,-0.8113129158816734,-0.5787063124301387,-0.5424606766076431,1,3,0,qualified,2,True,False,True,False,True,False,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.2676493716763633,-0.8107596440954419,-1.0330411267490178,-0.8288016159237739,-0.8113129158816734,-0.5787063124301387,-0.5424606766076431,6,1,0,qualified,2,True,False,True,False,True,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0112682660963719,1.8972483453735187,-1.0330411267490178,-0.49916187593520484,1.1577583061643888,3.997095288261573,2.259593807616379,4,3,3,qualified,2,True,False,True,False,True,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.6979391044369037,-0.8264995189304399,1.574289373781929,-1.0343833892499783,-0.15495584186631942,-0.5787063124301387,-0.5424606766076431,7,3,0,qualified,2,True,False,True,False,True,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.7804115828363458,-0.24187559648765297,1.4557743510305223,-0.6728430292625154,-0.15495584186631942,-0.5787063124301387,-0.5424606766076431,7,2,0,no qualified,4,True,False,True,False,True,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0112682660963719,2.236779931099907,-0.20343596748917125,1.6488132039903096,-0.15495584186631942,3.997095288261573,2.259593807616379,6,1,1,qualified,2,True,False,True,False,True,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0
